TWEET,CLASS
@kristenduross: parents ordered that gold iphone6 for me ğŸ˜ğŸ˜ğŸ‘ŒğŸ˜ love them.spoiled,1
rt @thenastypastor: yes! â€œ@princebree_: yup rt @missestilo: this iphone6 battery life is amazing!â€,1
yes! â€œ@princebree_: yup rt @missestilo: this iphone6 battery life is amazing!â€,1
parents ordered that gold iphone6 for me ğŸ˜ğŸ˜ğŸ‘ŒğŸ˜ love them.,1
yup rt @missestilo: this iphone6 battery life is amazing!,1
this iphone6 battery life is amazing!,1
rt @fluffycheeks_: if anyone plans to get me a surprise gift; iphone6 would be nice. thanks,1
this week been on some bullshit! just cracked the screen on my phoneğŸ‘Œ hope im due for that upgrade! #iphone6,1
sooo the iphone 6 isnt as bad as i thought cut was gonna be; i kinda like to be honest with u. #stillearlytho #iphone6,1
#iphone6... this is the shit. thought it might b too big..but it fits like a glove.. im in â¤ï¸â¤ï¸â¤ï¸â¤ï¸,1
my current phone is 6.3inch while iphone6 plus is 5.5inch. so size is not a problem.,1
rt @juan_perez24: thanks to the @tmobile family for my new #iphone6! keeping me in touch with world. thanks a million!,1
on the third day of christmas i gave myself a new iphone! #iphone6 #christmas,1
rt @tgoncalves96: all i want for christmas is iphone6; dinheiro; roupa; playstation,1
i love my iphone6 plus ğŸ“±,1
â€œ@iam_skeezy: @oloksy guy iphone6 on my mind i want that gold one i wanna buy it for that galâ€be fast sha,1
i rlly want a iphone6 so badly but i know its almost impossible :(,1
if anyone plans to get me a surprise gift; iphone6 would be nice. thanks,1
if everything works out i should get a new phone today ğŸ˜ #iphone6 #iphone6plus,1
@oloksy guy iphone6 on my mind i want that gold one i wanna buy it for that gal,1
@effssinclair iphone6+ next! ğŸ˜‚,1
@attcares hey; if att really cares you guys will send me a free iphone6 or note 4 & ill switch my service asap.. xmas is around the corner,1
i hopefully will be getting my rug for my room and my #iphone6 today ! ğŸ‘,1
stop complaining my phone lag please; buy me iphone6 la,1
iphone6 autocorrect be tryna capitalize every gotdamn word bruh. like every letter all caps,-1
watch im bout to get the iphone6 just wait after my kids christmas out the way,1
my finishing work/drinking till 5th mood has been throughly dented by hearing a 9yr old on the radio wanting an iphone6 for christmas. ffs.,-1
so exited to get the iphone6 plus on christmas day! not long nowğŸ˜ƒ #iphone6plus #christmastime,1
@vodafoneukhelp used to be on o2; net is great with em. upgrading to iphone6 with you; its been at crawling speed. tenerife has 4g even!!,1
thank you 4 the special iphone6.... really2 luv you...mmmmmuuuuaaahhhhh,1
so im guessing the iphone6 is somewhat in a way waterproof bc i just dropped mine in the tub while washing my dog ğŸ˜’ but the bish is ok,1
ima get me an nesha an mell the iphone6 by feb1st ğŸ™Œ but they have to pay their bill ğŸ˜‚,1
dear santa please keep one of these under my pillow for this christmas.. note edge;iphone6+;droid turbo or m8 :d,1
rt @jpsingh037: @shaadidotcom wooooooooooooo wow wow love iphone6 #lovebhigiftsbhi,1
@shaadidotcom wooooooooooooo wow wow love iphone6 #lovebhigiftsbhi,1
@shaadidotcom on tomirrow.... iphone6...wiw.. #lovebhigiftsbhi,1
turns out the #iphone6 does bend even in a solid case,-1
@shaadidotcom ooooohhhhhhhhhh myyyyyyyyy gooooooddddd ... an iphone6 .... this is #epic #lovebhigiftsbhi,1
@shaadidotcom iphone6 i knew it #lovebhigiftsbhi,1
rt @_ogyyyyy: dear daddy;; im craving for iphone6.,1
everybody getting the iphone6 .,1
@gentechpodcast i would love an #iphone6 under my tree lol,1
do not get the iphone6 if you drive a mercedes or bmw. it does not connect with bluetooth. #applesucks,-1
hey brother @micmojo. maybe youll get an iphone6 for christmas from me. that all depends on @heathrowairport of course ;) #t2christmas,1
i think my mom is getting me an iphone6 but in all honesty i have no interest in owning one ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚,1
iphone6+ battery its heavenğŸ™ŒğŸ˜,1
my fitbit charge seems to register 2x the amount of steps that my iphone6 does in healthkit. convinced neither are accurate.,-1
ma really got the iphone6 plus she in the way cause i dont fuck with iphone6 lmaoo,-1
the iphone6 plus is sooo naarce! i want! *checks 2015 budget*,1
well i still dont know how to use iphone6,-1
since i got the #iphone6 i seem 2b having issues taking screen shots & end up turning off the phone instead! what am i doing wrong?,-1
iphone6 yasssssğŸ™ğŸ˜˜,1
as apple fanboy i liked #iphone6plus than #iphone6.. its first time i got hold of iphone6.. also played with #lumia535 saw some lag in,1
frustrated i cant get the bluetooth on my iphone 6 to sync with my wireless speakers and #fitbit - anyone else have these issues? #iphone6,-1
i have the iphone6 thinking about getting the plus now,1
i been thinking buying the new #iphone6. please say what you think about it.:),1
its getting easy to spot which pictures were taken with an iphone6. it has a weird watercolor effect to it from aggro noise reduction.,-1
cant get used to touch id #iphone6,-1
"co- ""@mimmy_kimmy2: co- rt @minentle_: i think i want an iphone6.""",1
#iphone6 for xmas wnt be bad not in this #mahama xmaswhere #ecg has started giving notice tht we should start ironing our #christmas clothes,1
"@generationszar ""@mimmy_kimmy2: co- rt @minentle_: i think i want an iphone6.""",1
stupidly dropped my iphone6 in the toilet last thurs. rang @o2 insure friday. they picked it up on monday & today i have a new phone. happyğŸ˜€,1
co- rt @minentle_: i think i want an iphone6.,1
rt @shielawesome: cam broke his new iphone6 while im here who cant even get an iphone5,-1
"i wish that you can get it:)believe to god n never giveup ""@huntermackenzy: @nehemiasiregar i wish someone gift me a new phone is 2 iphone6""",1
me agnes and ziying all have gold iphone6 hahahahahahaha,1
vodafone:weve sold out of iphone6 and 6+; but you can have our most popular phone the s5 for free if its most popular why not sold out?,-1
"rt @jonishasiguenza: ""the iphone6 is too big a lot of people dont like it"" well bitch; i am not a lot of people to you & your opinion couâ€¦",-1
"rt @asap_bouazeez: azin iphone6?? ""@queenlyn90: come hv it""@askarachi: ""@queenlyn90: i hate tweeting with iphone. its no funnâ€¦",-1
so one of my first christmas present already open #iphone6,1
@myfcmb on the 3rd day of christmas; my gave to me iphone6,1
â€œ@minentle_: i think i want an iphone6.â€ me too but telkom decided to cockblock ğŸ”«,1
@minentle_: i think i want an iphone6.,1
i think i want an iphone6.,1
loving my new #iphone6 #applefamforlife,1
@jbouie how do you like iphone6 so far?,-1
iphone6 soon youll be mine ğŸ“±ğŸ˜‚,1
all i want for christmas is just album; concert ticket; cute clothes; fab clothes; iphone6; and ofcourse money. thats all. yay,1
and suddenly he became an apple fan... #apple #iphone6 #black,1
rt @tgoncalves96: all i want for christmas is iphone6; dinheiro; roupa; playstation,1
rt @tgoncalves96: all i want for christmas is iphone6; dinheiro; roupa; playstation,1
all i want for christmas is iphone6; dinheiro; roupa; playstation,1
"i want a sony ""@jackdevero: sony xperia z3 or iphone6 or samsung galaxy s5?""",-1
non-kpop fans: i want iphone6! kpop fans: i just want to see my bias in personal :3,1
iphone6 by end of this month ; yea nigga,1
"rt @asap_bouazeez: azin iphone6?? ""@queenlyn90: come hv it""@askarachi: ""@queenlyn90: i hate tweeting with iphone. its no funnâ€¦",-1
hopefully i can get my iphone6 plus by friday.,1
iphone6 work phone approved #decent. glad i have the sony xperia for christmas though; awesome phone.,1
"@hp @chachigonzales the whole time im thinking about the iphone6 ""flexible""",1
@weixianglai iphone6 bro.ğŸ˜,1
rt @ashdigital_: apple should release an iphone6 compact. not everyone wants to walk around with a brick.,-1
#android still pretty much sucks with lollipop. i am using my #motox for a door stop. my #iphone6 is #righteous. #androidsucks,1
"azin iphone6?? ""@queenlyn90: come hv it""@askarachi: ""@queenlyn90: i hate tweeting with iphone. its no funnn""give me""""",-1
the fact that i have an iphone6 takes some serious getting used to ğŸ˜‚ğŸ˜,1
new iphone 6 coming today whoop whoop ğŸ˜ğŸ˜ #iphone6 #newphone,1
"4"" iphone 6 next year to replace 5c rt @ashdigital_: apple should release an iphone6 compact. not everyone wants to walk around with a brick",-1
â€œ@ashdigital_: apple should release an iphone6 compact. not everyone wants to walk around with a brick.â€,-1
got a new #iphone6 text me who r!!,1
#iphone6 im back bitches :d :d,1
apple should release an iphone6 compact. not everyone wants to walk around with a brick.,-1
cracked my iphone 6 screen and ive only had it since late september. worst thing ever! ğŸ˜­ğŸ˜­ #crackediphone6 #iphone6 #sadness #ugh!,-1
rt @eddiefisher1r: this new iphone6 is great! thanks to @tim_cook for send these out to us. now if i could remember all of my passwords htâ€¦,1
ma; iphone6 lang this christmas ha. ğŸ˜„,1
rt @jasonadriaan: i miss being able to hold a cellphone in one hand. #iphone6,1
rt @trotromate: iphone6 prices in ghc no be joke oo..,-1
team iphone6âƒ£ i love it â˜ºï¸,1
got my new phone iphone6 yay,1
im getting an iphone6 for christmas! #whatareyougettingforchristmas,1
its better than iphone6. hahahahaha,-1
@tbhbaekhyxns i will be d happiest person alive kekeke!!! @ezaty_joonmyun grandma buy me iphone6 heheh,1
the iphone6 is too big a lot of people dont like it well bitch; i am not a lot of people to you & your opinion could be shoved up ur ass,-1
so glad apple gave me a brand new phone!! hallelujah!! #apple #iphone6,1
i should stop insisting for an iphone6 and just get an iphone5s zz,-1
my hands actually ache #iphone6 #buyersremorse ..why would #apple try and ape a droids ungainly size! #foolishmistake,-1
"how did you get it? rt @facosh: ""@rafurl: like 30 million rt @trotromate: iphone6 prices in ghc no be joke oo..""i am selling one at ghÂ¢2;700",-1
and its here #gold #iphone6 #beautiful,1
"a no go lie u..herh""@trotromate: iphone6 prices in ghc no be joke oo..""",-1
"@metakay: i tell u..@trotromate: iphone6 prices in ghc no be joke oo.."""" lol",-1
rt @rafurl: like 30 millionnn rt @trotromate: iphone6 prices in ghc no be joke oo..,-1
@bb10vw there is nothing worse than working on #blackberry #passport and switch to #iphone6 to check private mails on its narrow display,-1
rt @trotromate: iphone6 prices in ghc no be joke oo..,-1
just sent normal sms using macbook. thanks a ton #apple. no need to use phone keyboard. love it #iphone6 #ios8,1
like 30 millionnn rt @trotromate: iphone6 prices in ghc no be joke oo..,-1
"i tell u..""@trotromate: iphone6 prices in ghc no be joke oo..""",-1
rt @trotromate: iphone6 prices in ghc no be joke oo..,-1
iphone6 prices in ghc no be joke oo..,-1
@andrewareoff yes; i think @aexmo has seen issues with iphone6 image quality worse than 5s // @danrubin,-1
better buy a ps4 than iphone6. decided.,-1
all i want for christmas is the gold iphone6 and some sephora gift cards,1
@dianbenyatip @kiahwee no lehh note 4 camera better than iphone6 lehhh,-1
i love iphone6 battery hahahaha,1
@nearlyoutside (i also wonder if it will support multiple ipad/iphone screens at the same time. iphone6+ & ipad combo would be great!),1
everybody will say; aww i want iphone6 so badly. but me; aww i want âˆ amount of muneyyy~,1
so happy i bought the iphone6,1
ima get me an iphone6 plus,1
i find it very distasteful that a girl asked for an iphone6 on the morning radio christmas phonein.she was about 11yrs old ffs#isitjustme?,1
missed my iphone6 so mich ğŸ˜¢ğŸ˜ğŸ˜˜ğŸ™ŒğŸ‘…ğŸ’¦,1
cam broke his new iphone6 while im here who cant even get an iphone5,-1
"good things come to those who wait. rt""@khuzwaz: i dont know if i should continue waiting for this damn iphone6 or just get something else",1
what do i want for christmas? iphone6 ;of course.,1
loving my new phone!! #iphone6 #love #merrychristmastome,1
@shaadidotcom bring iphone6 :) #lovebhigiftsbhi,1
my dad got an iphone6...mine tomorrow ;),1
"im starting to like the size of the iphone6. kind of reminds me of thee ole ""gameboy advanced ""ğŸ˜…ğŸ˜…ğŸ˜…ğŸ˜…ğŸ˜…",1
i love my new #iphone6 ğŸ’–,1
@jinxuaaaaan no i cant wait for my iphone6 lah sighhhhhhhhhh,1
typing is an absolute dream on #iphone6 ğŸ˜„ğŸ‘Œ,1
mom i want an iphone6 for my new year present,1
rt @prettychainz_: i love my #iphone6 ğŸ˜,1
i love my #iphone6 ğŸ˜,1
last few days with my #iphone5 ğŸ˜¢. soon be #iphone6 time ğŸ˜Š,1
i hate my gold iphone6 ó¾”¦ i want the black grey one ó¾®–,-1
"wrote ""iphone6 gold 128gb is waiting for u"" on my stick note during the exam; just to wake me up ergh",1
@avawilkniss i am going to bed bÃ¦ i know u r still on twitter. ily more than anything :) btw i got the iphone6 plus. night ğŸ˜‡,1
@_megan_lucas im trying to get the iphone6 hopefully soonğŸ˜†,1
i gave in and have my first iphone. so far good experience but its unique charger is just so stupid!!! #iphone6 #joinedthedarkside,-1
ayy got an iphone6 yasss,1
my phone is on the fritz!!! idk whats wrong; but #verizonwireless you are gonna need to help me ğŸ˜Ÿ #iphone6,-1
dawg this iphone6 sucks! im going back to my cracked 4... i aint have as many glitches with that as i do with the 6 and its cracked hella,-1
iphone6!!*#luckygirl#cantwait#2014,1
dreamt of having an iphone6 lol wtf,1
aba iphone6 for my birthday.,1
iphone6;getï¼ï¼,1
welcome to iphone6 ï¼,1
@techrax listen i being the #biggest #apple #fan ever :) i have not been able to own an #apple #products till now ! just gift #iphone6 to me,1
kay; i really need a job if i want this iphone6,1
pretending the signal is weak; just to show the world that they have new iphone6. #pushmoyante,1
"iphone6 ""@semzy: whats the most expensive thing youve gotten from someone? #igatclass_angeltee_solidstar #diadalunisexsaloon""",1
iphone6 #lovebhigiftsbhi @shaadidotcom,1
planning to upgrade to iphone6/plus ğŸ˜ŠğŸ’• planning!,1
whenever i check for iphone6 stocks theyre always oos within a few hours; and then when i browsed thru carousell.. now i know whyğŸ˜’ğŸ˜’,-1
iphone 6 rumors! this thing is going to be an insane machine!,1
23 days;im waiting you;my iphone6....,1
8:15pm and still 70% #iphone6,1
can we actually use a phone as a phone again ? just for calls ? #justasking #kuwait #iphone6 #apps #stressfree,-1
soo happy with my iphone6 #itwastimeforaupgrade #earlychristmasgift #yay,1
rt @xephemeralstar: there would be no hesitation if iphone6 looks like iphone5,-1
happy with my new toy :) #iphone6 #apple,1
i love how old people get so fascinated when i use my apple pay #apple #iphone #iphone6 #oldpeople,1
merry christmas to me. #iphone6 ğŸ˜,1
had the worse dream; some kid smashed my iphone. #horrific #iphone6,-1
my battery last about two days i swear #iphone6 ğŸ™Œ,1
all i wanted for christmas was the iphone6 but my parents dont wanna get me it now bc of 1 bad grade :(,1
"lwkmd rt @siranselm: iphone6 is out alert ""@olakib65: my iphone screen been blurry since yesterday...what could be the cause? anyone??""",-1
"iphone6 is out alert ""@olakib65: my iphone screen been blurry since yesterday...what could be the cause? anyone??""",-1
loving my new phone ğŸ˜ #iphone6,1
the battery life on iphone6 is the real mvp ğŸ˜´ğŸ˜´ğŸ‘Œ,1
when its been so long since youve had wifi; you tend to freak out when you have a new one ğŸ˜† #iphone6 #wifi #loveit #datafordayz,1
try to set up my new #iphone6 is almost impossible,-1
this iphone6 got twitter looking like a movie on a flat screen ğŸ˜‚,1
124g iphone6ğŸ’• i love my mama!!,1
there would be no hesitation if iphone6 looks like iphone5,-1
i been on my phone 3 hours straight lmao im addicted to my iphone6 lmao * shrugs * true iphone lover lol,1
so im gonna be phone less for like a day bc i have to be surprised on christmas when i get the iphone6 ğŸ˜‚ğŸ˜‚ğŸ˜‚,1
@mattddrchs today is day1 with my #iphone6 impressed with the battery life so far. #stillbuyingabatterycase,1
"i be mad af at the people with iphone6 .. i be like "" i dont really like the iphone 6 anyways "" ğŸ˜­ğŸ˜­ğŸ˜‚ğŸ˜‚",-1
iphone 4s to 5s was a big jump in speed but 5s to 6 is a huge leap in speed and performance #iphone6 #mindblown,1
wishing my best january #birthday #holiday #gift #iphone6 ;),1
really digging the iphone6. not a big fan of big phones but this one isnt too bad,1
when i first got my iphone5c; i thought my camera could get no better. well; the new iphone6 camera makes my camera look poo.ğŸ˜’,1
loving this new iphone6 !! ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘,1
jacky is the best sister in lawğŸ˜­ she is talking my mom into getting me the iphone6ğŸ˜,1
do you want an iphone6 for christmas? hahaha no thx,-1
im really debating on getting the iphone6...i want it.,1
all i want for christmas is an iphone6.,1
rt @abg_jebat: i want an iphone6 . my phone keeps hanging. i hate this phone.,1
im so happy because i finally got a new phone #iphone6 (-:,1
cant believe im already on my 3rd iphone6,-1
i want an iphone6 . my phone keeps hanging. i hate this phone.,1
just got my new iphone6 thoughâœŠ,1
iphone6 + is so fucking huge,-1
okay the iphone6 has so many glitches like i love it but,-1
mom got me the iphone6 but i have to wait for xmasğŸ˜‘ğŸ˜ŠğŸ˜Š so happy but like grrr,1
rt @danish_za: i want a suprise iphone6 for my birthday,1
i want a suprise iphone6 for my birthday,1
if apple tech support cannot get their most expensive iphone working; then what good are they? #apple iphone6+,-1
new ğŸ“±today. #iphone6,1
rt @prince_gumaa: damn the iphone6 is fastğŸ‘Œ,1
damn the iphone6 is fastğŸ‘Œ,1
@tmobile give me my iphone5 backkkkkk this is toooo biggggggggggggg! my thumbs hurt #iphone6 #firstworldproblems,-1
omgggg my hands are too small to text on the #iphone6 comfortably #firstworldproblems,-1
my dream come true its iphone6,1
i want the iphone6 soooo badğŸ˜”ğŸ˜© i got to wait next month ğŸ˜”,1
i love my #iphone6 ğŸ˜Œ 2 weeks and it has not fell ğŸ‘Œ,1
rt @djnickdean: an iphone6 is basically the price of a macbook pro now not sure i fully understand that logic,-1
@tooraadforya_45 ill get silver iphone6 @tooraadforya_45,1
my phone stay glitching now; but i dont want the iphone6 just yet,-1
got the iphone; loving it and can fit in my hands! #iphone6,1
how has #apple planned to fix group tests/imessages? im unable to send anything on group threads #iphone6 #iphone #ios any fix available?,-1
did my mom really just get the iphone6 ?!,1
love how long the battery lasts on my iphone6ğŸ™Œ,1
official iphone6 lover â™¥ï¸,1
i need the iphone6 foreaal just for the 128gb.. since i never have room in my phone. literally have to delete stuff just to take a picğŸ˜‘,1
what a relief... #iphone6 #appleuseragain,1
never seen my mom so juiced for the iphone6 plus.,1
sometimes you just have to spoil yourself. #iphone6 #bestmedicine,1
#galaxynote4 @idigestindia my most loved feature is its adaptive fast charging & mammoth battery! iphone6 users; eat your heart out :p lol,1
i need bigger phone i mean iphone6 plus urghh,1
got my new iphone6 ğŸ˜,1
got the #iphone6 despite @tmobiles best efforts to deny me. the @apple store had no problem accommodating me. phones unlocked; too...,1
im super happy with my new lg volt! its no iphone6; but it has a lot of great features & it will do the job.,-1
just came home to my iphone6 ğŸ˜Š so nice to have a good working phone ğŸ‘,1
broke my phone for the 2nd time in 3 weeks.. ugh ğŸ˜¡ğŸ˜¡ğŸ˜¡ğŸ˜¡ğŸ˜¡ this time just bought an iphone6,-1
wow im getting tired of this shit. im just gonna tell my grandma to get an iphone6 tomorrow since my mom hasnt given me shit,1
an iphone6 is basically the price of a macbook pro now not sure i fully understand that logic,-1
does anybody elses volume change randomly when listening to music on the #iphone6? #apple,-1
gotta bring up all my grades then i get iphone6+ ğŸ˜«ğŸ˜,1
omg charging with iphone6+ cable freaking fast lol and its not even with the charger head its just the cable wtf,1
@thediscomania srry if the quality isnt too good it was taken with a iphone6 camera,-1
dear iphone6; im so sorry; we cant be together because your price.,-1
iphone6â˜ºï¸,1
whats the thing called when you swipe down on your phone and notifications come up? my phone stopped doing that unless its locked #iphone6,-1
dear iphone6; im so sorry; we cant be together because your price,-1
just want my iphone6 man,1
all my fam surprised me for dinner and parents got me and iphone6. and all my friends are amazing. feelin so lovedğŸ’•ğŸ’•ğŸ˜,1
i want the iphone6 now.. ğŸ˜• my dumb self shouldve gotten it two months ago when they asked me.,1
sleep with 100% charge and wake up with 99% charge after 10 hours with wi fi switched on! #iphone6 #apple,1
is there a problem with my iphone6 or this @lifeproof is making it difficult for my voice to be heard on the other line????,-1
rt @dreamcoutvre: everything looks so much better on my iphone6 ğŸ˜©ğŸ˜,1
i love my new phone ! we both got new phones today #iphone6 #galaxy5 the little things,1
i love my phone!!! ğŸ˜ğŸ˜ğŸ˜ğŸ“±ğŸ“±#iphone6,1
currently ordering my iphone6. ğŸ’,1
waiting for my customized iphone6 to come in ğŸ˜œ,1
getting my number changed; when i get this iphone6 ğŸ˜,1
rt @dreamcoutvre: everything looks so much better on my iphone6 ğŸ˜©ğŸ˜,1
the iphone6 is a piece of shit,-1
fuck dat iphone6 they be tracking niggas,-1
i dont want my phone doing the bend and snap then break my nose;;; #applefail #iphone6,-1
my grandma just told me shes buying me the iphone6 plusğŸ˜­ğŸ˜«ğŸ™Œ,1
got me an iphone 6 today. oh yeah...#styling #iphone6 #target #deals #loveit,1
my mom bought my dad an iphone6 when he barley knew how to use his old tracphone. this should be interestingğŸ˜…ğŸ˜’ğŸ˜‚,1
iphone6 is heaven #woah,1
#iphone6 does anyone elses suddenly go dim; brighter; dim; brighter? set to full brightness too. yet this happens intermittently. annoying.,-1
the iphone6 is too damn big. not being able to text holding the phone with one hand annoys my life. #1stworldproblems,-1
adjusting to the iphone6 is annoying me.,-1
so i cracked my phones screen. #iphone6 #brokenscreen #sad #apple,-1
@getrhinoshield any idea when will you ship the order #101617958.today broke my iphone6 as dont have any protector and still waiting,-1
like you got a iphone6 and a black in your mouth.. dont tell me you dont got money for some headphones.,1
i was due for an upgrade 2 months ago... why have i not gotten the iphone6?? ğŸ˜«,-1
im team iphone6âƒ£ now ğŸ˜Š,1
